,Area,TotHousehold,ParentArea,Year,MedInc_house,perc_less20k_house,perc_bet20k30k_house,perc_bet30k50k_house,perc_bet50k70k_house,perc_bet70k100k_house,perc_bet100k150k_house,perc_greater150k_house
779,Kaiapoi Central,924.0,CanterburyRegion,2013,50700.0,0.09740259740259741,0.14285714285714285,0.19805194805194806,0.1396103896103896,0.1525974025974026,0.11688311688311688,0.03896103896103896
780,Kaiapoi South,699.0,CanterburyRegion,2013,68400.0,0.05150214592274678,0.10300429184549356,0.18025751072961374,0.13304721030042918,0.21030042918454936,0.18025751072961374,0.060085836909871244
781,Kaiapoi East,222.0,CanterburyRegion,2013,51200.0,0.14864864864864866,0.0945945945945946,0.17567567567567569,0.16216216216216217,0.12162162162162163,0.08108108108108109,0.06756756756756757
782,McLeans Island,72.0,CanterburyRegion,2013,73000.0,0.041666666666666664,0.041666666666666664,0.16666666666666666,0.16666666666666666,0.20833333333333334,0.125,0.08333333333333333
783,Paparua,111.0,CanterburyRegion,2013,82300.0,0.05405405405405406,0.05405405405405406,0.10810810810810811,0.13513513513513514,0.21621621621621623,0.1891891891891892,0.10810810810810811
784,Yaldhurst,519.0,CanterburyRegion,2013,88000.0,0.028901734104046242,0.03468208092485549,0.15028901734104047,0.10982658959537572,0.1907514450867052,0.2023121387283237,0.15606936416184972
785,Christchurch Airport,78.0,CanterburyRegion,2013,46100.0,0.15384615384615385,0.038461538461538464,0.2692307692307692,0.11538461538461539,0.07692307692307693,0.07692307692307693,0.07692307692307693
786,Clearwater,225.0,CanterburyRegion,2013,100200.0,0.04,0.04,0.10666666666666667,0.10666666666666667,0.16,0.14666666666666667,0.30666666666666664
787,Belfast West,720.0,CanterburyRegion,2013,67300.0,0.058333333333333334,0.09166666666666666,0.1875,0.12916666666666668,0.17083333333333334,0.175,0.075
788,Harewood,489.0,CanterburyRegion,2013,103800.0,0.04294478527607362,0.049079754601226995,0.12269938650306748,0.09202453987730061,0.12269938650306748,0.18404907975460122,0.26993865030674846
789,Brooklands-Spencerville,381.0,CanterburyRegion,2013,81800.0,0.03937007874015748,0.07874015748031496,0.11023622047244094,0.11811023622047244,0.2440944881889764,0.1732283464566929,0.11023622047244094
790,Styx,498.0,CanterburyRegion,2013,57300.0,0.12048192771084337,0.0963855421686747,0.15060240963855423,0.12048192771084337,0.1566265060240964,0.10843373493975904,0.07228915662650602
791,Belfast East,825.0,CanterburyRegion,2013,58300.0,0.10545454545454545,0.10545454545454545,0.1709090909090909,0.11636363636363636,0.1781818181818182,0.13090909090909092,0.04727272727272727
792,Northwood,1338.0,CanterburyRegion,2013,93800.0,0.04708520179372197,0.06950672645739911,0.12556053811659193,0.08968609865470852,0.1591928251121076,0.21300448430493274,0.21300448430493274
793,Russley,354.0,CanterburyRegion,2013,74700.0,0.06779661016949153,0.06779661016949153,0.15254237288135594,0.1440677966101695,0.16101694915254236,0.15254237288135594,0.1694915254237288
794,Regents Park,309.0,CanterburyRegion,2013,120500.0,0.009708737864077669,0.038834951456310676,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.20388349514563106,0.33980582524271846
795,Hawthornden,927.0,CanterburyRegion,2013,68800.0,0.07119741100323625,0.09385113268608414,0.15857605177993528,0.12944983818770225,0.16828478964401294,0.1650485436893204,0.10355987055016182
796,Bishopdale North,1602.0,CanterburyRegion,2013,64500.0,0.06554307116104868,0.10486891385767791,0.17790262172284643,0.12921348314606743,0.1704119850187266,0.1704119850187266,0.06928838951310862
797,Casebrook,1536.0,CanterburyRegion,2013,66500.0,0.06640625,0.09375,0.17578125,0.1328125,0.189453125,0.15625,0.07421875
798,Bishopdale West,1095.0,CanterburyRegion,2013,64000.0,0.11506849315068493,0.09041095890410959,0.15342465753424658,0.12054794520547946,0.19726027397260273,0.15342465753424658,0.06301369863013699
799,Templeton,666.0,CanterburyRegion,2013,77100.0,0.05405405405405406,0.07207207207207207,0.13063063063063063,0.14414414414414414,0.22072072072072071,0.21621621621621623,0.06756756756756757
800,Islington,363.0,CanterburyRegion,2013,55000.0,0.09917355371900827,0.09917355371900827,0.19834710743801653,0.14049586776859505,0.17355371900826447,0.11570247933884298,0.024793388429752067
801,Burnside Park,1077.0,CanterburyRegion,2013,77800.0,0.0584958217270195,0.07799442896935933,0.1392757660167131,0.12534818941504178,0.16991643454038996,0.19220055710306408,0.12813370473537605
802,Marshland,252.0,CanterburyRegion,2013,81400.0,0.047619047619047616,0.07142857142857142,0.15476190476190477,0.09523809523809523,0.14285714285714285,0.15476190476190477,0.16666666666666666
803,Avonhead North,531.0,CanterburyRegion,2013,79800.0,0.06779661016949153,0.07909604519774012,0.12994350282485875,0.11299435028248588,0.1638418079096045,0.1638418079096045,0.1807909604519774
804,Redwood North,993.0,CanterburyRegion,2013,77100.0,0.04833836858006042,0.07250755287009064,0.13595166163141995,0.13293051359516617,0.2084592145015106,0.19939577039274925,0.08459214501510574
805,Broomfield,792.0,CanterburyRegion,2013,54100.0,0.10606060606060606,0.125,0.1590909090909091,0.12878787878787878,0.17803030303030304,0.09848484848484848,0.045454545454545456
806,Redwood West,810.0,CanterburyRegion,2013,56800.0,0.1259259259259259,0.1111111111111111,0.14074074074074075,0.13703703703703704,0.15555555555555556,0.12962962962962962,0.04814814814814815
807,Avonhead West,660.0,CanterburyRegion,2013,74800.0,0.07727272727272727,0.09545454545454546,0.12727272727272726,0.13636363636363635,0.11818181818181818,0.17727272727272728,0.16818181818181818
808,Bishopdale South,789.0,CanterburyRegion,2013,64900.0,0.08745247148288973,0.10266159695817491,0.16730038022813687,0.12547528517110265,0.22053231939163498,0.1444866920152091,0.04182509505703422
809,Islington-Hornby Industrial,162.0,CanterburyRegion,2013,49900.0,0.1111111111111111,0.09259259259259259,0.18518518518518517,0.1111111111111111,0.12962962962962962,0.09259259259259259,0.037037037037037035
810,Burnside,1203.0,CanterburyRegion,2013,72900.0,0.0798004987531172,0.09226932668329177,0.12967581047381546,0.1172069825436409,0.17955112219451372,0.17206982543640897,0.09975062344139651
811,Hei Hei,1200.0,CanterburyRegion,2013,61500.0,0.08,0.095,0.17,0.1275,0.185,0.1425,0.0325
812,Papanui North,717.0,CanterburyRegion,2013,45800.0,0.13389121338912133,0.11715481171548117,0.20920502092050208,0.11297071129707113,0.1589958158995816,0.08786610878661087,0.02092050209205021
813,Avonhead East,924.0,CanterburyRegion,2013,73000.0,0.07142857142857142,0.08116883116883117,0.1331168831168831,0.12987012987012986,0.16883116883116883,0.16883116883116883,0.11688311688311688
814,Redwood East,1245.0,CanterburyRegion,2013,61100.0,0.0963855421686747,0.09156626506024096,0.1927710843373494,0.13493975903614458,0.18313253012048192,0.14457831325301204,0.05542168674698795
815,Avonhead South,1164.0,CanterburyRegion,2013,67500.0,0.07474226804123711,0.10309278350515463,0.15463917525773196,0.12371134020618557,0.17268041237113402,0.15463917525773196,0.0979381443298969
816,Riccarton Racecourse,507.0,CanterburyRegion,2013,60200.0,0.07692307692307693,0.1242603550295858,0.15976331360946747,0.17159763313609466,0.1952662721893491,0.10650887573964497,0.04142011834319527
817,Bryndwr North,1152.0,CanterburyRegion,2013,62000.0,0.11458333333333333,0.09114583333333333,0.14322916666666666,0.125,0.16666666666666666,0.1484375,0.059895833333333336
818,Northlands (Christchurch City),57.0,CanterburyRegion,2013,43300.0,0.10526315789473684,0.15789473684210525,0.2631578947368421,0.05263157894736842,0.15789473684210525,0.10526315789473684,0.05263157894736842
819,Papanui West,1089.0,CanterburyRegion,2013,64600.0,0.09641873278236915,0.11019283746556474,0.15702479338842976,0.12672176308539945,0.16804407713498623,0.15426997245179064,0.09366391184573003
820,Ilam North,1197.0,CanterburyRegion,2013,77800.0,0.06015037593984962,0.08521303258145363,0.14786967418546365,0.11027568922305764,0.17042606516290726,0.17042606516290726,0.14786967418546365
821,Hornby West,861.0,CanterburyRegion,2013,60800.0,0.07317073170731707,0.11498257839721254,0.156794425087108,0.17073170731707318,0.20209059233449478,0.11846689895470383,0.0313588850174216
822,Hornby Central,48.0,CanterburyRegion,2013,57600.0,0.0625,0.0625,0.1875,0.125,0.1875,0.0625,0.0625
823,Northcote (Christchurch City),1008.0,CanterburyRegion,2013,58000.0,0.09226190476190477,0.11607142857142858,0.16666666666666666,0.15773809523809523,0.17559523809523808,0.12202380952380952,0.0625
824,Jellie Park,1050.0,CanterburyRegion,2013,84300.0,0.05714285714285714,0.08571428571428572,0.11142857142857143,0.12285714285714286,0.13714285714285715,0.1457142857142857,0.22285714285714286
825,Ilam South,1050.0,CanterburyRegion,2013,67900.0,0.08857142857142856,0.08285714285714285,0.14285714285714285,0.14,0.1657142857142857,0.14,0.12
826,Bryndwr South,1020.0,CanterburyRegion,2013,61500.0,0.14411764705882352,0.10588235294117647,0.12352941176470589,0.1323529411764706,0.14411764705882352,0.12352941176470589,0.11176470588235295
827,Papanui East,897.0,CanterburyRegion,2013,65400.0,0.07692307692307693,0.12040133779264214,0.16722408026755853,0.11705685618729098,0.14046822742474915,0.14381270903010032,0.1505016722408027
828,Sockburn North,1392.0,CanterburyRegion,2013,57500.0,0.10775862068965517,0.1271551724137931,0.14870689655172414,0.13577586206896552,0.16594827586206898,0.125,0.05603448275862069
829,Hornby South,1683.0,CanterburyRegion,2013,55200.0,0.0873440285204991,0.11229946524064172,0.19429590017825313,0.1497326203208556,0.19073083778966132,0.10338680926916222,0.026737967914438502
830,Ilam University,366.0,CanterburyRegion,2013,66000.0,0.09016393442622951,0.07377049180327869,0.1557377049180328,0.1557377049180328,0.1557377049180328,0.12295081967213115,0.13114754098360656
831,Prestons,111.0,CanterburyRegion,2013,48700.0,0.05405405405405406,0.1891891891891892,0.1891891891891892,0.13513513513513514,0.08108108108108109,0.08108108108108109,0.10810810810810811
832,Strowan,1200.0,CanterburyRegion,2013,92400.0,0.075,0.075,0.0975,0.0975,0.1425,0.17,0.245
833,Fendalton,729.0,CanterburyRegion,2013,99100.0,0.04938271604938271,0.06584362139917696,0.102880658436214,0.09876543209876543,0.1440329218106996,0.14814814814814814,0.30864197530864196
834,Waitikiri,789.0,CanterburyRegion,2013,101100.0,0.030418250950570342,0.034220532319391636,0.08365019011406843,0.09885931558935361,0.20912547528517111,0.26996197718631176,0.19011406844106463
835,Mairehau North,996.0,CanterburyRegion,2013,64200.0,0.10240963855421686,0.11144578313253012,0.14759036144578314,0.12349397590361445,0.1927710843373494,0.14457831325301204,0.08433734939759036
836,Bush Inn,867.0,CanterburyRegion,2013,49000.0,0.16262975778546712,0.11764705882352941,0.14186851211072665,0.14186851211072665,0.12110726643598616,0.09342560553633218,0.05190311418685121
837,Awatea North,762.0,CanterburyRegion,2013,78000.0,0.047244094488188976,0.06299212598425197,0.1377952755905512,0.12992125984251968,0.2283464566929134,0.1968503937007874,0.07086614173228346
838,Upper Riccarton,555.0,CanterburyRegion,2013,42600.0,0.17297297297297298,0.10810810810810811,0.16756756756756758,0.12972972972972974,0.10810810810810811,0.05945945945945946,0.032432432432432434
839,Malvern,906.0,CanterburyRegion,2013,88200.0,0.046357615894039736,0.06622516556291391,0.10264900662251655,0.11920529801324503,0.19205298013245034,0.18211920529801323,0.19536423841059603
840,Rutland,1077.0,CanterburyRegion,2013,98500.0,0.04456824512534819,0.06685236768802229,0.10306406685236769,0.10306406685236769,0.14763231197771587,0.17827298050139276,0.2618384401114206
841,Sockburn South,132.0,CanterburyRegion,2013,61700.0,0.045454545454545456,0.09090909090909091,0.11363636363636363,0.18181818181818182,0.18181818181818182,0.13636363636363635,0.0
842,Deans Bush,888.0,CanterburyRegion,2013,100200.0,0.05405405405405406,0.05405405405405406,0.11148648648648649,0.09797297297297297,0.13513513513513514,0.14864864864864866,0.3108108108108108
843,Wigram North,15.0,CanterburyRegion,2013,83000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844,Holmwood,756.0,CanterburyRegion,2013,125900.0,0.027777777777777776,0.051587301587301584,0.07936507936507936,0.10317460317460317,0.1111111111111111,0.15873015873015872,0.38095238095238093
845,Wharenui,804.0,CanterburyRegion,2013,51100.0,0.15298507462686567,0.10820895522388059,0.16791044776119404,0.10820895522388059,0.16417910447761194,0.11567164179104478,0.055970149253731345
846,Wigram West,126.0,CanterburyRegion,2013,94900.0,0.023809523809523808,0.023809523809523808,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.30952380952380953,0.09523809523809523
847,Awatea South,21.0,CanterburyRegion,2013,100500.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0
848,Merivale,1296.0,CanterburyRegion,2013,78800.0,0.06481481481481481,0.07407407407407407,0.14351851851851852,0.12962962962962962,0.1574074074074074,0.13194444444444445,0.2152777777777778
849,Mairehau South,1392.0,CanterburyRegion,2013,72200.0,0.07758620689655173,0.08189655172413793,0.125,0.14439655172413793,0.2025862068965517,0.17025862068965517,0.08620689655172414
850,Mona Vale,501.0,CanterburyRegion,2013,83600.0,0.0718562874251497,0.059880239520958084,0.1377245508982036,0.09580838323353294,0.16766467065868262,0.1377245508982036,0.19760479041916168
851,Riccarton West,915.0,CanterburyRegion,2013,51100.0,0.13442622950819672,0.09836065573770492,0.14754098360655737,0.13114754098360656,0.13114754098360656,0.08196721311475409,0.05245901639344262
852,Shirley West,1458.0,CanterburyRegion,2013,53700.0,0.11522633744855967,0.11934156378600823,0.15843621399176955,0.12551440329218108,0.1646090534979424,0.10699588477366255,0.04526748971193416
853,Middleton,69.0,CanterburyRegion,2013,52200.0,0.08695652173913043,0.13043478260869565,0.17391304347826086,0.13043478260869565,0.13043478260869565,0.043478260869565216,0.043478260869565216
854,Wigram South,0.0,CanterburyRegion,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855,Queenspark,1197.0,CanterburyRegion,2013,69600.0,0.07017543859649122,0.07769423558897243,0.14285714285714285,0.14786967418546365,0.18295739348370926,0.19047619047619047,0.05764411027568922
856,St Albans North,933.0,CanterburyRegion,2013,57600.0,0.12861736334405144,0.09646302250803858,0.1414790996784566,0.15434083601286175,0.14469453376205788,0.13504823151125403,0.08038585209003216
857,St Albans West,1164.0,CanterburyRegion,2013,61600.0,0.1056701030927835,0.10309278350515463,0.15721649484536082,0.11855670103092783,0.13659793814432988,0.13917525773195877,0.12886597938144329
858,Travis Wetlands,849.0,CanterburyRegion,2013,73600.0,0.08833922261484099,0.0989399293286219,0.10600706713780919,0.13074204946996468,0.17314487632508835,0.19081272084805653,0.0989399293286219
859,Wigram East,0.0,CanterburyRegion,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
860,Riccarton Central,6.0,CanterburyRegion,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861,Oaklands West,855.0,CanterburyRegion,2013,86800.0,0.02456140350877193,0.056140350877192984,0.12631578947368421,0.12631578947368421,0.22105263157894736,0.24210526315789474,0.11578947368421053
862,Riccarton South,1185.0,CanterburyRegion,2013,56300.0,0.09873417721518987,0.10379746835443038,0.1670886075949367,0.14936708860759493,0.15949367088607594,0.11392405063291139,0.043037974683544304
863,Halswell West,126.0,CanterburyRegion,2013,90900.0,0.047619047619047616,0.023809523809523808,0.11904761904761904,0.11904761904761904,0.21428571428571427,0.16666666666666666,0.23809523809523808
864,Shirley East,939.0,CanterburyRegion,2013,69200.0,0.09584664536741214,0.09584664536741214,0.14376996805111822,0.09904153354632587,0.16613418530351437,0.14376996805111822,0.11182108626198083
865,Broken Run,123.0,CanterburyRegion,2013,109300.0,0.024390243902439025,0.024390243902439025,0.07317073170731707,0.07317073170731707,0.17073170731707318,0.2926829268292683,0.1951219512195122
866,St Albans East,1143.0,CanterburyRegion,2013,59700.0,0.12598425196850394,0.08923884514435695,0.16535433070866143,0.11286089238845144,0.15223097112860892,0.10498687664041995,0.10498687664041995
867,Hagley Park,15.0,CanterburyRegion,2013,52900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868,Hillmorton,1029.0,CanterburyRegion,2013,69600.0,0.07871720116618076,0.07580174927113703,0.16034985422740525,0.14285714285714285,0.1924198250728863,0.16326530612244897,0.09329446064139942
869,Parklands,1443.0,CanterburyRegion,2013,66300.0,0.07068607068607069,0.09147609147609148,0.158004158004158,0.1496881496881497,0.17463617463617465,0.1600831600831601,0.07692307692307693
870,Riccarton East,348.0,CanterburyRegion,2013,65900.0,0.08620689655172414,0.06896551724137931,0.14655172413793102,0.1206896551724138,0.12931034482758622,0.13793103448275862,0.11206896551724138
871,Edgeware,1809.0,CanterburyRegion,2013,56800.0,0.1111111111111111,0.1077943615257048,0.16583747927031509,0.14096185737976782,0.14096185737976782,0.12106135986733002,0.06799336650082918
872,Aidanfield,912.0,CanterburyRegion,2013,89100.0,0.046052631578947366,0.05921052631578947,0.13157894736842105,0.10526315789473684,0.16776315789473684,0.21052631578947367,0.17763157894736842
873,Tower Junction,18.0,CanterburyRegion,2013,51500.0,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
874,Burwood,1215.0,CanterburyRegion,2013,67700.0,0.08148148148148149,0.08148148148148149,0.145679012345679,0.145679012345679,0.18765432098765433,0.14814814814814814,0.08395061728395062
875,Christchurch Central-West,456.0,CanterburyRegion,2013,75300.0,0.07894736842105263,0.07236842105263158,0.13157894736842105,0.125,0.1513157894736842,0.16447368421052633,0.14473684210526316
876,Christchurch Central-North,894.0,CanterburyRegion,2013,62600.0,0.10738255033557047,0.07718120805369127,0.15100671140939598,0.13758389261744966,0.14093959731543623,0.1174496644295302,0.11073825503355705
877,Richmond North (Christchurch City),819.0,CanterburyRegion,2013,69600.0,0.08791208791208792,0.08791208791208792,0.1391941391941392,0.1282051282051282,0.17216117216117216,0.19047619047619047,0.07692307692307693
878,Waimairi Beach,432.0,CanterburyRegion,2013,102900.0,0.027777777777777776,0.041666666666666664,0.09722222222222222,0.10416666666666667,0.1597222222222222,0.2222222222222222,0.2361111111111111
879,Addington West,738.0,CanterburyRegion,2013,60800.0,0.12195121951219512,0.07723577235772358,0.13821138211382114,0.13821138211382114,0.16260162601626016,0.13008130081300814,0.06097560975609756
880,Otakaro-Avon River Corridor,462.0,CanterburyRegion,2013,69400.0,0.07142857142857142,0.07792207792207792,0.12987012987012986,0.16233766233766234,0.18181818181818182,0.16883116883116883,0.08441558441558442
881,Oaklands East,1212.0,CanterburyRegion,2013,72300.0,0.054455445544554455,0.09158415841584158,0.15099009900990099,0.13861386138613863,0.23267326732673269,0.1806930693069307,0.0594059405940594
882,Addington North,21.0,CanterburyRegion,2013,44300.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.0,0.14285714285714285
883,Dallington,876.0,CanterburyRegion,2013,57000.0,0.09931506849315068,0.10273972602739725,0.17123287671232876,0.13356164383561644,0.1952054794520548,0.09931506849315068,0.04794520547945205
884,Christchurch Central,3.0,CanterburyRegion,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885,Hoon Hay West,999.0,CanterburyRegion,2013,61600.0,0.0990990990990991,0.09309309309309309,0.14114114114114115,0.12612612612612611,0.1891891891891892,0.13813813813813813,0.03303303303303303
886,Richmond South (Christchurch City),987.0,CanterburyRegion,2013,46500.0,0.1458966565349544,0.12462006079027356,0.16109422492401215,0.13677811550151975,0.13677811550151975,0.0851063829787234,0.03343465045592705
887,Spreydon West,1209.0,CanterburyRegion,2013,58900.0,0.1141439205955335,0.09429280397022333,0.15632754342431762,0.1513647642679901,0.17121588089330025,0.13647642679900746,0.04714640198511166
888,Christchurch Central-East,660.0,CanterburyRegion,2013,50300.0,0.12727272727272726,0.09090909090909091,0.18181818181818182,0.12727272727272726,0.1409090909090909,0.08636363636363636,0.045454545454545456
889,Christchurch Central-South,165.0,CanterburyRegion,2013,71300.0,0.07272727272727272,0.03636363636363636,0.14545454545454545,0.14545454545454545,0.16363636363636364,0.12727272727272726,0.10909090909090909
890,North Beach,1593.0,CanterburyRegion,2013,57700.0,0.10357815442561205,0.1016949152542373,0.1544256120527307,0.1657250470809793,0.1657250470809793,0.1224105461393597,0.035781544256120526
891,Halswell North,588.0,CanterburyRegion,2013,96600.0,0.03571428571428571,0.05102040816326531,0.08673469387755102,0.10714285714285714,0.1989795918367347,0.24489795918367346,0.18877551020408162
892,Addington East,1107.0,CanterburyRegion,2013,51200.0,0.14363143631436315,0.1002710027100271,0.16260162601626016,0.14905149051490515,0.13821138211382114,0.0975609756097561,0.04065040650406504
893,Avondale (Christchurch City),891.0,CanterburyRegion,2013,63000.0,0.06734006734006734,0.09427609427609428,0.16498316498316498,0.1414141414141414,0.18181818181818182,0.15488215488215487,0.037037037037037035
894,Spreydon North,1482.0,CanterburyRegion,2013,57300.0,0.14777327935222673,0.10121457489878542,0.13562753036437247,0.13157894736842105,0.1720647773279352,0.13360323886639677,0.044534412955465584
895,Hoon Hay East,1194.0,CanterburyRegion,2013,66700.0,0.05778894472361809,0.10050251256281408,0.16331658291457288,0.1457286432160804,0.20854271356783918,0.1658291457286432,0.04522613065326633
896,Avonside,666.0,CanterburyRegion,2013,45800.0,0.17567567567567569,0.10810810810810811,0.14414414414414414,0.10810810810810811,0.15315315315315314,0.08108108108108109,0.04054054054054054
897,Linwood West,1914.0,CanterburyRegion,2013,42100.0,0.14890282131661442,0.1206896551724138,0.19435736677115986,0.13166144200626959,0.11285266457680251,0.05642633228840126,0.025078369905956112
898,Halswell South,861.0,CanterburyRegion,2013,77500.0,0.06620209059233449,0.08013937282229965,0.13937282229965156,0.11846689895470383,0.156794425087108,0.20557491289198607,0.11846689895470383
899,Sydenham Central,54.0,CanterburyRegion,2013,63700.0,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.1111111111111111,0.0
900,Spreydon South,927.0,CanterburyRegion,2013,51700.0,0.13592233009708737,0.12944983818770225,0.1488673139158576,0.13268608414239483,0.1488673139158576,0.11974110032362459,0.03559870550161812
901,Rawhiti,1080.0,CanterburyRegion,2013,54000.0,0.11666666666666667,0.12222222222222222,0.15555555555555556,0.12222222222222222,0.18055555555555555,0.1,0.03888888888888889
902,Wainoni,1005.0,CanterburyRegion,2013,49500.0,0.11641791044776119,0.11343283582089553,0.1791044776119403,0.15522388059701492,0.14328358208955225,0.08358208955223881,0.01791044776119403
903,Linwood North,933.0,CanterburyRegion,2013,54200.0,0.12861736334405144,0.09003215434083602,0.14790996784565916,0.1382636655948553,0.16720257234726688,0.09967845659163987,0.02572347266881029
904,Aranui,1269.0,CanterburyRegion,2013,43300.0,0.14893617021276595,0.09692671394799054,0.16784869976359337,0.1182033096926714,0.11583924349881797,0.0591016548463357,0.018912529550827423
905,Sydenham West,585.0,CanterburyRegion,2013,43200.0,0.18461538461538463,0.11794871794871795,0.1641025641025641,0.1282051282051282,0.11794871794871795,0.08205128205128205,0.041025641025641026
906,Lancaster Park,78.0,CanterburyRegion,2013,38900.0,0.19230769230769232,0.11538461538461539,0.23076923076923078,0.11538461538461539,0.07692307692307693,0.0,0.038461538461538464
907,Phillipstown,1557.0,CanterburyRegion,2013,44700.0,0.13102119460500963,0.10404624277456648,0.18304431599229287,0.13102119460500963,0.12138728323699421,0.05394990366088632,0.015414258188824663
908,Kennedys Bush,288.0,CanterburyRegion,2013,120000.0,0.041666666666666664,0.03125,0.08333333333333333,0.08333333333333333,0.15625,0.16666666666666666,0.3541666666666667
909,Somerfield East,1467.0,CanterburyRegion,2013,68400.0,0.09406952965235174,0.08793456032719836,0.14314928425357873,0.1329243353783231,0.17791411042944785,0.1738241308793456,0.08384458077709611
910,Somerfield West,1134.0,CanterburyRegion,2013,66000.0,0.09259259259259259,0.10582010582010581,0.14814814814814814,0.11904761904761904,0.18518518518518517,0.1455026455026455,0.08994708994708994
911,Linwood East,717.0,CanterburyRegion,2013,46800.0,0.11715481171548117,0.13807531380753138,0.14225941422594143,0.13389121338912133,0.1506276150627615,0.0502092050209205,0.02092050209205021
912,Sydenham North,795.0,CanterburyRegion,2013,54200.0,0.11320754716981132,0.09811320754716982,0.16981132075471697,0.1509433962264151,0.16226415094339622,0.09811320754716982,0.04150943396226415
913,Hoon Hay South,822.0,CanterburyRegion,2013,71700.0,0.058394160583941604,0.09854014598540146,0.13503649635036497,0.14963503649635038,0.20802919708029197,0.18613138686131386,0.072992700729927
914,Charleston (Christchurch City),573.0,CanterburyRegion,2013,48600.0,0.10471204188481675,0.11518324607329843,0.18848167539267016,0.14659685863874344,0.1518324607329843,0.06806282722513089,0.015706806282722512
915,Sydenham South,1083.0,CanterburyRegion,2013,51400.0,0.11634349030470914,0.13019390581717452,0.1745152354570637,0.12742382271468145,0.16066481994459833,0.12188365650969529,0.036011080332409975
916,Bexley,831.0,CanterburyRegion,2013,52300.0,0.10469314079422383,0.09386281588447654,0.16606498194945848,0.16967509025270758,0.1552346570397112,0.07220216606498195,0.010830324909747292
917,Waltham,726.0,CanterburyRegion,2013,50500.0,0.1322314049586777,0.10330578512396695,0.1652892561983471,0.1446280991735537,0.1446280991735537,0.08677685950413223,0.028925619834710745
918,Westmorland,696.0,CanterburyRegion,2013,104000.0,0.03017241379310345,0.05603448275862069,0.10344827586206896,0.10344827586206896,0.14224137931034483,0.23706896551724138,0.22844827586206898
919,Woolston North,1248.0,CanterburyRegion,2013,49900.0,0.12980769230769232,0.10817307692307693,0.18028846153846154,0.17067307692307693,0.14182692307692307,0.08653846153846154,0.021634615384615384
920,New Brighton,1407.0,CanterburyRegion,2013,48600.0,0.13859275053304904,0.11940298507462686,0.17484008528784648,0.13646055437100213,0.14925373134328357,0.08528784648187633,0.03837953091684435
921,Cashmere West,1062.0,CanterburyRegion,2013,99700.0,0.05084745762711865,0.059322033898305086,0.10734463276836158,0.09887005649717515,0.12994350282485875,0.17231638418079095,0.2711864406779661
922,Bromley South,1056.0,CanterburyRegion,2013,54200.0,0.09090909090909091,0.10511363636363637,0.18181818181818182,0.17613636363636365,0.16761363636363635,0.08806818181818182,0.019886363636363636
923,Ensors,897.0,CanterburyRegion,2013,52400.0,0.13377926421404682,0.11371237458193979,0.1605351170568562,0.13043478260869565,0.1806020066889632,0.09698996655518395,0.033444816053511704
924,Beckenham,903.0,CanterburyRegion,2013,76800.0,0.0664451827242525,0.08305647840531562,0.11960132890365449,0.13953488372093023,0.18272425249169436,0.1893687707641196,0.11960132890365449
925,Bromley North,30.0,CanterburyRegion,2013,55600.0,0.2,0.0,0.1,0.2,0.2,0.0,0.0
926,St Martins,1071.0,CanterburyRegion,2013,61400.0,0.08123249299719888,0.10644257703081232,0.17647058823529413,0.11764705882352941,0.16526610644257703,0.14565826330532214,0.0784313725490196
927,Opawa,504.0,CanterburyRegion,2013,59500.0,0.10714285714285714,0.09523809523809523,0.17857142857142858,0.13095238095238096,0.125,0.11904761904761904,0.125
928,Woolston West,450.0,CanterburyRegion,2013,55400.0,0.12,0.08,0.18,0.16666666666666666,0.17333333333333334,0.09333333333333334,0.02666666666666667
929,Woolston East,1242.0,CanterburyRegion,2013,43900.0,0.15217391304347827,0.13043478260869565,0.17632850241545894,0.12560386473429952,0.14492753623188406,0.07004830917874397,0.026570048309178744
930,Huntsbury,741.0,CanterburyRegion,2013,97400.0,0.032388663967611336,0.05668016194331984,0.12550607287449392,0.10931174089068826,0.145748987854251,0.21862348178137653,0.22267206477732793
931,Cashmere East,1191.0,CanterburyRegion,2013,97400.0,0.05037783375314862,0.0654911838790932,0.10327455919395466,0.10075566750629723,0.1385390428211587,0.18387909319899245,0.24433249370277077
932,Hillsborough (Christchurch City),837.0,CanterburyRegion,2013,73600.0,0.06810035842293907,0.08243727598566308,0.16129032258064516,0.10752688172043011,0.17562724014336917,0.17204301075268819,0.1111111111111111
