,Region,Sector,Shift_lat,Shift_lon,Haversine
57,Manawatu-WanganuiRegion,TRANS_STOR,0.00951790442818634119,0.00792152322816264132,1.25413591355778897274
58,MarlboroughRegion,TRANS_STOR,-0.01487923030169469030,-0.01312266306584319864,1.98267266705182509945
59,NelsonRegion,TRANS_STOR,-0.00419680192667470919,-0.00175312908453406635,0.48911101535103024274
60,NorthlandRegion,TRANS_STOR,0.00414393988180705719,0.03432595726738441044,3.13599877619052191946
61,OtagoRegion,TRANS_STOR,0.15474807773605192551,-0.22562750971556511104,24.58032287451638353559
62,SouthlandRegion,TRANS_STOR,-0.09046345949789724727,0.01520307708418044967,10.12671453164212564957
63,TaranakiRegion,TRANS_STOR,0.04726524957493438706,-0.01296622693857329978,5.37319725825841132405
64,TasmanRegion,TRANS_STOR,-0.01271006081399406185,-0.00083645114790442676,1.41502224270185172905
65,WaikatoRegion,TRANS_STOR,-0.03559780482548546843,0.02730359737603293979,4.62792047742978152058
66,WellingtonRegion,TRANS_STOR,0.02321644708518988409,0.02281201503117813445,3.21124032756620536588
67,WestCoastRegion,TRANS_STOR,-0.09636698988330039128,-0.12301260711706163420,14.72655788106475860388
68,AreaOutsideRegion,COMBO,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
69,AucklandRegion,COMBO,-0.00070510399829259995,0.00318295251580025251,0.29377289419006008542
70,BayOfPlentyRegion,COMBO,0.04642263115444222876,-0.02124448596288175395,5.48873398882532814724
71,CanterburyRegion,COMBO,0.00549783509242018908,-0.01399258621179910733,1.28186762693840194949
72,GisborneRegion,COMBO,-0.00733974920034086153,-0.00586531219386188241,0.96217917571461797355
73,HawkesBayRegion,COMBO,-0.00630815886058400110,-0.00422532370191675000,0.78939119114074596251
74,Manawatu-WanganuiRegion,COMBO,-0.02999171129044952977,0.00213913636130769191,3.33987540502223634320
75,MarlboroughRegion,COMBO,-0.02162836596326656036,-0.01936919027505723534,2.89599941502666036186
76,NelsonRegion,COMBO,-0.00362173122102404932,-0.00192070610262362607,0.43351952872555982177
77,NorthlandRegion,COMBO,0.00405585882619874383,0.01081933731975937008,1.07714647116760842138
78,OtagoRegion,COMBO,0.15597017536678237093,-0.23401254753491684824,25.15359973298935258867
79,SouthlandRegion,COMBO,-0.01194265083432100027,-0.00294272399776218663,1.34708843575860437447
80,TaranakiRegion,COMBO,0.02781878415608218802,-0.00616685249107717937,3.13863950645564493414
81,TasmanRegion,COMBO,-0.01048364744502094936,-0.00097855743393893135,1.16859659475891608515
82,WaikatoRegion,COMBO,0.00873121061285786482,-0.01817304531186891836,1.86833058635057414065
83,WellingtonRegion,COMBO,0.00856318855696258652,0.00830395623268032068,1.17885669585180630214
84,WestCoastRegion,COMBO,-0.04798465903726878423,-0.06471943799920154561,7.53101540215133447020
