site_id, easting, northing, longitude, latitude
173,1754685.7736,5937148.4192,174.73162617000148,-36.69874864150209
174,1753338.9305,5935915.8983,174.71680220242126,-36.71007297413973
175,1743956.106,5926278.7896,174.61360804526737,-36.79838361475704
176,1733645.4339,5915307.5894,174.50000335472302,-36.898762998677114
177,1756417.6044,5937519.2008,174.75092915532545,-36.695124140569206
178,1752234.194,5933923.7266,174.7048351786143,-36.728201858741066
179,1750694.1002,5932478.8301,174.68787992812832,-36.74146745615098
180,1755477.9144,5936850.5582,174.74055060003872,-36.701303295374885
181,1753795.5256,5935183.3586,174.72205955642752,-36.71659990603889
182,1754583.2028,5935717.5052,174.73076759906576,-36.71165894862435
183,1753320.9126,5934585.113,174.71686744639527,-36.72206732813033
184,1755810.9934,5936250.8605,174.7443999522075,-36.706652421167256
185,1737349.9489,5919884.9766,174.5407394312979,-36.85698245548802
186,1752088.9698,5932779.3784,174.70343735192975,-36.73853667909951
187,1754489.4597,5934594.3975,174.72994541808643,-36.72179423420115
188,1755693.6754,5935406.6806,174.74325893048757,-36.71427829747953
189,1750579.5012,5930842.2591,174.686919717392,-36.756232620992925
190,1753906.4519,5933545.5377,174.72363094860103,-36.731339944555806
191,1753108.525,5931898.963,174.7150285742503,-36.74630592598933
192,1755176.6854,5934253.3497,174.73770689667563,-36.724755234393136
193,1743226.8179,5924488.4722,174.6057732776927,-36.81462708866257
194,1749352.2314,5928943.6037,174.67354796078183,-36.7735353798051
195,1756035.4112,5934371.081,174.7472950376144,-36.723553639193426
196,1750778.666,5929965.1834,174.6893234127481,-36.7641041831145
197,1745892.0242,5925492.8537,174.63545045868935,-36.80516938003218
198,1752018.6969,5922783.3327,174.70464493728858,-36.828619939628474
199,1751208.6201,5929123.3431,174.69430564219996,-36.77162137754215
200,1755523.391,5933467.4981,174.74174773067477,-36.73177954348004
201,1743394.9399,5923100.6207,174.60791916071116,-36.82710775347091
202,1754965.8267,5932592.8156,174.73568349680502,-36.73975223717707
203,1744727.8443,5923999.436,174.6226888343292,-36.81880543032433
204,1752750.9319,5930511.8229,174.7113023168237,-36.75886278600929
205,1756406.7256,5933534.8064,174.7516224673402,-36.73102788958856
206,1741457.1378,5920525.472,174.58667717264217,-36.850604783648855
207,1748299.546,5926430.7588,174.6622458622349,-36.79634383919748
208,1746459.7731,5925026.8016,174.64190224877763,-36.80928130015647
209,1753513.1998,5930812.2747,174.71977823503002,-36.75603238188078
210,1755938.4284,5932704.3149,174.74654970597237,-36.73858820344378
211,1743203.6659,5921773.4729,174.60602517369307,-36.839095840507376
212,1746002.2741,5924064.4851,174.6369599854561,-36.818023449257744
213,1756114.903,5932111.2773,174.74864668378294,-36.743902816159114
214,1743794.0881,5922295.84,174.61254552437768,-36.8342991163779
215,1752913.8054,5929273.3659,174.71337459293926,-36.76999595407611
216,1740010.3573,5917165.6433,174.57107459864113,-36.88109646997981
217,1754951.8083,5930871.5136,174.7358759738889,-36.75526460411146
218,1755479.9751,5931349.9209,174.74169290888906,-36.750867399317826
219,1752120.8803,5928630.2581,174.70462189929745,-36.77591845826329
220,1754427.2801,5930393.1599,174.73009910985013,-36.7596604630448
221,1745160.6426,5922914.8256,174.62774663866577,-36.82851260037219
222,1743000.7415,5920883.0399,174.60391780225004,-36.84715036319242
223,1750442.0504,5926733.6585,174.68619135035894,-36.79327646270865
224,1754025.8614,5929715.3835,174.72574060796023,-36.76583299558227
225,1741248.2816,5918942.9912,174.5846297570287,-36.86489606076878
226,1752519.1563,5928205.1888,174.70916812537314,-36.77968462503724
227,1756784.3545,5931472.3964,174.75627325787198,-36.749549090403434
228,1745198.7462,5922133.382,174.62832302622448,-36.83554836681863
229,1751103.4937,5926787.8867,174.6935912765485,-36.79268250697966
230,1744355.6552,5921398.2072,174.61901133489403,-36.84230217603701
231,1755899.842,5930641.3719,174.74653905652448,-36.7571829283818
232,1754087.405,5928820.8774,174.72661064343404,-36.77388309754738
233,1751755.7847,5926665.3632,174.70092375133336,-36.793682227683185
234,1744095.87,5920553.9048,174.61625895166918,-36.84994988055479
235,1742824.0827,5919453.495,174.60220597029053,-36.86005887642006
236,1753292.2654,5927858.5958,174.71789797659463,-36.7826828949875
237,1746710.5223,5922365.3688,174.6452256571466,-36.833224569295155
238,1752832.9333,5927119.4694,174.71290075071013,-36.78941717109836
239,1755750.6957,5929337.2456,174.74513518652097,-36.76895839686484
240,1755296.0259,5928505.3218,174.74021236261558,-36.776529143079934
241,1756393.4501,5929840.868,174.7522307044788,-36.764314635014685
242,1757254.1241,5930259.5755,174.76178323949694,-36.76039947687353
243,1743080.4526,5918878.096,174.60518938759967,-36.865205052770584
244,1751128.1901,5925181.5573,174.6941868319939,-36.80715285189106
245,1754000.0799,5927610.5234,174.7258771106191,-36.784803387749854
246,1731236.6662,5908348.1921,174.4741835861643,-36.96181613073729
247,1742064.6067,5918200.769,174.59392366658332,-36.87146188636719
248,1744231.6424,5919519.7075,174.61797775615238,-36.85924836827902
249,1752341.611,5925906.9067,174.70763896836507,-36.80042240301427
250,1747286.0452,5922041.3038,174.65173999585332,-36.83605522286512
251,1754786.4734,5928100.2826,174.73458707059592,-36.78026217712706
252,1739793.8052,5914358.1453,174.56916337904704,-36.90642750003291
253,1746610.4942,5920918.3056,174.64438356572612,-36.84627950049143
254,1745002.5456,5919741.7501,174.62658011018212,-36.85712952531014
255,1743022.6577,5918137.1597,174.6046808957333,-36.871890446654405
256,1745672.9993,5919866.6646,174.63407424928218,-36.85590078205146
257,1752933.8631,5925419.9766,174.71437281775852,-36.80471448589821
258,1747671.3348,5921215.2192,174.6562197380471,-36.84343888674437
259,1757090.0808,5929053.0424,174.76019471065058,-36.77129816375322
260,1756487.1798,5928480.2761,174.75355965614386,-36.776558842619714
261,1755205.3413,5927114.3931,174.73947990919174,-36.789077096999335
262,1744668.6884,5918551.1292,174.62306334670103,-36.86790940845909
263,1754191.0123,5926154.6107,174.72831074088964,-36.797891025373104
264,1757827.1942,5928989.8885,174.76846357981773,-36.77174474038721
265,1743057.4325,5917050.4568,174.60527589742733,-36.88167753458412
266,1743797.408,5917673.0954,174.61345826356083,-36.875954478172176
267,1754902.4255,5926534.2349,174.73620435650793,-36.79435426108988
268,1752560.9584,5923911.838,174.71049667079544,-36.81836403097939
269,1746381.4763,5918882.0329,174.6422084528702,-36.864663725751164
270,1754046.1771,5925109.095,174.7268995417965,-36.80733535159731
271,1757140.547,5927075.7533,174.76116765576793,-36.78910615027328
272,1744856.435,5917643.2476,174.62534229705537,-36.87606153888932
273,1757895.9699,5927847.6788,174.76947049714448,-36.78202511774272
274,1743747.5122,5916405.9459,174.61313883869119,-36.887380396079934
275,1747032.7681,5919143.4407,174.64946170586325,-36.86220704276224
276,1755628.5205,5926017.6712,174.7444448608662,-36.79888972539105
277,1756531.4888,5926258.0115,174.75451255661068,-36.79657527767157
278,1755086.1171,5925183.5954,174.7385375151953,-36.80649422903117
279,1754333.1673,5924140.1503,174.73031198107248,-36.81601936547506
280,1745185.9509,5916498.403,174.62925743169777,-36.88632706710252
281,1742039.4962,5912553.3981,174.59470072316324,-36.92235461959305
282,1746816.1126,5917949.7125,174.64726307881148,-36.872997303616664
283,1744094.8561,5915859.5441,174.61713921024614,-36.89225104883641
284,1746128.0997,5917396.9551,174.63965300941067,-36.87808488614262
285,1736611.4131,5905210.9233,174.5351067490891,-36.989321953567085
286,1756186.8575,5925049.3566,174.75089930860284,-36.80752278800463
287,1755600.183,5924106.0976,174.74451818553746,-36.81611868134288
288,1744424.3953,5915113.4215,174.62097841084693,-36.89892395429024
289,1746010.0443,5916437.257,174.63851364880819,-36.886750909017024
290,1747056.2163,5917074.5359,174.6501256967851,-36.88084604016278
291,1758898.3617,5926365.0714,174.78100820850034,-36.795216379051354
292,1749134.9193,5917731.6995,174.6733127336643,-36.87459836567367
293,1758525.0663,5925771.9752,174.77694944546482,-36.80062297720099
294,1747240.2382,5916161.6822,174.65236712466353,-36.88904293769489
295,1745284.3323,5914567.1958,174.6307313173781,-36.90371389842264
296,1746343.8545,5915010.4075,174.64253378226758,-36.89955637197061
297,1751750.7393,5918678.7917,174.70246146388195,-36.86564765480823
298,1759517.96,5925247.9904,174.7881839506422,-36.8051774714484
299,1758589.0798,5924273.221,174.77797898259217,-36.81411658794825
300,1747718.9747,5915680.2761,174.65783141422258,-36.89330597772694
301,1745096.2351,5913537.5989,174.62881809079906,-36.91302046700121
302,1754393.5285,5920932.893,174.73163983003323,-36.84490870533832
303,1753214.7682,5919899.4266,174.71863305723573,-36.85441266557643
304,1752478.3092,5918877.3502,174.7105807353751,-36.863741340131355
305,1743523.1528,5910028.4108,174.6118311780062,-36.944882407568016
306,1745769.7528,5913261.7133,174.63642917651606,-36.91540254633911
307,1755742.1326,5921373.4175,174.74666878001972,-36.84071811857841
308,1753543.721,5919227.6745,174.72245731869134,-36.860412130232824
309,1754627.6359,5920342.684,174.73438458251462,-36.850188525510305
310,1748472.7659,5915391.3206,174.6663444900357,-36.895791371442435
311,1749675.6477,5916119.9005,174.6796955696293,-36.88903627853727
312,1760247.8043,5924067.174,174.79661047128505,-36.815693672762606
313,1747619.82,5914086.5499,174.65702959458696,-36.90768224750998
314,1746377.7042,5913021.248,174.64329806757297,-36.91747514210142
315,1748129.6563,5914507.8093,174.6626679180743,-36.9038064296463
316,1751446.9268,5917149.1704,174.6993597847261,-36.87947930112382
317,1755267.9579,5920198.8551,174.7415931683318,-36.85137950169584
318,1756740.4605,5921177.2633,174.7579008558442,-36.84232054796735
319,1759110.1654,5922881.5484,174.78410955897576,-36.82656852857117
320,1747247.1948,5913214.2684,174.65301810776842,-36.91560046133345
321,1754733.3499,5919385.9188,174.73576480772556,-36.858792158245805
322,1750105.0969,5915486.0333,174.68463860241255,-36.894679644262766
323,1756052.7984,5920093.9508,174.750414319369,-36.852195450603844
324,1752184.6264,5916851.2184,174.70769384817638,-36.88204538690188
325,1751094.4338,5916038.264,174.69562749035367,-36.88954577328432
326,1754542.3002,5918764.6983,174.73374903023495,-36.86442093996369
327,1753086.6753,5917637.4971,174.71765308107715,-36.874814713819895
328,1749318.6138,5914551.4499,174.67599949220926,-36.90322571246396
329,1756611.1265,5920485.0177,174.75659366545926,-36.84857940644165
330,1746393.8484,5911719.4386,174.64373109342708,-36.92920301493459
331,1748924.8016,5914035.1269,174.6716824580723,-36.90794042217374
332,1757164.7726,5920642.142,174.7627683363538,-36.84707174590478
333,1755394.335,5919014.066,174.74325260719357,-36.862034228211876
334,1748293.778,5913323.1047,174.66474138830785,-36.91445571954259
335,1760248.0996,5922793.8746,174.7968820677424,-36.82716637750147
336,1751165.2642,5915189.1857,174.69659142051057,-36.89718515955112
337,1757384.6098,5920563.8731,174.76524919743687,-36.84774039483723
338,1758491.5711,5920910.9957,174.77758720552842,-36.84442772188485
339,1756952.1298,5920242.3916,174.7604669552445,-36.85070899131109
340,1755917.3725,5919017.1041,174.74911706933176,-36.86192066429798
341,1754366.7359,5917801.7797,174.731976164449,-36.87312602802838
342,1757651.9218,5920600.2111,174.76823857065295,-36.847368423317086
343,1756737.7795,5919843.8124,174.7581459743778,-36.85433592605591
344,1750198.2787,5914063.0017,174.68596612204325,-36.90748727938156
345,1761118.3894,5922973.7197,174.80659823487662,-36.82539808196721
346,1757023.2663,5919838.8726,174.76134796150262,-36.85433303443349
347,1753581.3179,5916670.1883,174.72339665550484,-36.88345034224887
348,1756571.8381,5919333.7145,174.75639058189793,-36.85895962539465
349,1755621.2108,5918188.6193,174.74596595757538,-36.86943451384759
350,1865675.4897,5802539.8093,176.02098684723705,-37.885911830610596
351,1757989.8427,5920558.7457,174.77203570304917,-36.847685611614025
352,1745620.0624,5909795.87,174.6354165790891,-36.94665588840418
353,1747471.3779,5911670.4553,174.65583472133508,-36.92947637022387
354,1757717.2351,5920148.1708,174.76906468536222,-36.85143056771862
355,1748916.4028,5912926.4001,174.67180629837725,-36.91793216972861
356,1751230.243,5914501.8844,174.6974576165584,-36.90336775274161
357,1757392.4493,5919882.158,174.7654783735213,-36.85388159185609
358,1752990.2662,5916008.122,174.71690055313448,-36.88951190944237
359,1757195.1106,5919565.5447,174.7633313192325,-36.85676724575812
360,1748404.5326,5912127.6991,174.66621863987112,-36.92520976952526
361,1752462.5118,5915372.3409,174.71110824821267,-36.89532607057781
362,1749857.3697,5913368.352,174.6822784223378,-36.91380077431677
363,1758382.9991,5920329.3505,174.77649131236726,-36.84968672924928
364,1754291.5742,5916840.0568,174.73132885733736,-36.88180390764226
365,1757469.4291,5919544.6316,174.76641148900381,-36.85690999827443
366,1756850.0178,5918699.7066,174.75964082481548,-36.86462613035523
367,1757629.8851,5919184.0965,174.76828548588847,-36.86013178472106
368,1755609.102,5917597.3184,174.7459514483004,-36.87476438341314
369,1755057.1115,5916967.333,174.73988945040878,-36.88053164840111
370,1758501.1042,5919538.5133,174.7779805247757,-36.85679260929049
371,1749892.9,5912557.3521,174.68283772491816,-36.921102768197564
372,1752575.928,5914586.8345,174.71253880796348,-36.90238557752371
373,1747474.8804,5909858.288,174.65622745780604,-36.94580480697818
374,1753391.5646,5915413.726,174.7215224969784,-36.894802576732864
375,1756200.6796,5917609.6238,174.75258366494538,-36.874555822332916
376,1754503.7661,5916127.7292,174.73385407013933,-36.88818760300143
377,1751734.3662,5913846.292,174.70324513893706,-36.909194053000185
378,1751132.6415,5913265.7332,174.69660925486366,-36.914521868916225
379,1749645.8173,5911824.9353,174.68020967865877,-36.9277415863143
380,1759352.7259,5919586.8837,174.7875191968902,-36.856213523852425
381,1745172.4151,5907815.4952,174.6307715762268,-36.96456983976638
382,1754221.8337,5915655.0563,174.7307876902106,-36.89249272573298
383,1757367.574,5918190.1892,174.76555025552085,-36.8691309660674
384,1756948.4608,5917564.8993,174.76097948968078,-36.87483479878975
385,1753823.7811,5914967.0452,174.72646197115006,-36.89875701701776
386,1749378.8209,5911192.2471,174.67733797766755,-36.933484888055645
387,1755496.28,5916215.7968,174.74496939944018,-36.88723106045927
388,1754885.8208,5915570.1907,174.7382536627451,-36.893148640446476
389,1752904.47,5913899.1546,174.71636375117114,-36.90852872693118
390,1756268.381,5916690.9577,174.7535322506486,-36.882822151707735
391,1758395.2823,5918237.2587,174.77706555063284,-36.86853504029602
392,1752164.9487,5913211.7955,174.70820407178576,-36.91484183008433
393,1757811.7106,5917313.6659,174.77071333041593,-36.87695459455566
394,1753942.5602,5914103.1174,174.7279701274763,-36.906522034540515
395,1751270.1019,5912065.8034,174.6983915953189,-36.92531188835953
396,1756883.2714,5916437.6246,174.7604815770803,-36.88500276842515
397,1754491.0812,5914454.5572,174.73405290757026,-36.90326571173993
398,1761491.6355,5919500.8872,174.8115196177149,-36.856625190845044
399,1756316.3275,5915791.7119,174.75425546691235,-36.89091674604894
400,1759182.6555,5918051.0534,174.7859344104409,-36.87008040456797
401,1752254.0024,5912519.8854,174.70934256299114,-36.92106193108684
402,1752995.0058,5912676.3609,174.71762672220817,-36.91953202469343
403,1755401.8905,5914740.6707,174.74421310870122,-36.90053808970927
404,1753748.7487,5913182.9606,174.72598237517894,-36.91484469215884
405,1756327.0046,5915246.7682,174.75448765010563,-36.895825113179946
406,1759919.909,5917882.546,174.79423779723777,-36.87147412461121
407,1762545.845,5919809.6575,174.82327360697508,-36.85366236597301
408,1757719.2531,5916112.8128,174.76992614966406,-36.88779008772377
409,1758660.2808,5916697.0623,174.78035948068015,-36.88236812086221
410,1755278.1124,5913825.2708,174.7430120883938,-36.90880658627705
411,1761126.1735,5918090.067,174.80772143720657,-36.86939927571182
412,1756119.8397,5914445.6999,174.75232866264,-36.903077327865084
413,1754844.5727,5913052.3232,174.73830568087322,-36.91584244526048
414,1757517.9383,5915121.1642,174.76787407539675,-36.8967587540519
415,1753196.7796,5911495.3191,174.72013016524824,-36.930140997079604
416,1759882.3809,5916656.5904,174.79407536443748,-36.88252656795413
417,1763351.9562,5919561.9169,174.83236484865134,-36.85575550091572
418,1756658.4773,5914301.0616,174.75840179876934,-36.90429125486385
419,1754094.9239,5912105.8524,174.73008622570575,-36.9244933848574
420,1752885.8266,5898981.5981,174.71917630279702,-37.04294497617988
421,1758446.3137,5915266.9248,174.77825850245785,-36.89528995328521
422,1760811.287,5917203.262,174.80437821685408,-36.87744318713142
423,1757344.7638,5914215.2038,174.76611948915541,-36.904950615656745
424,1764109.994,5919328.4983,174.84091444880755,-36.857727236640294
425,1762748.6463,5918031.5223,174.82592863365508,-36.86964854666367
426,1818786.1727,5528391.504,175.57679142135083,-40.36636025158011
427,1756618.6505,5913270.2411,174.75816815455838,-36.91358588497349
428,1755639.7112,5912588.9944,174.7473235178248,-36.919886266919015
429,1759763.849,5915654.3774,174.79295709734234,-36.89157675401044
430,1754974.0449,5911937.0533,174.73998692069307,-36.9258701797196
431,1761970.5267,5917279.7518,174.81736317278546,-36.87655583677972
432,1754880.8492,5911265.0575,174.739078572995,-36.931940434507034
433,1757619.1163,5913639.9593,174.76931735621318,-36.91008790816239
434,1764984.6729,5919378.9132,174.85071062275588,-36.85712066093882
435,1759318.179,5914390.4985,174.78822351258293,-36.90303988907244
436,1756377.3638,5912524.7697,174.75561468156144,-36.920342866205786
437,1766038.3589,5919988.8368,174.862391289907,-36.85144073591343
438,1761574.2876,5916363.8423,174.8131144139421,-36.884876155378095
439,1763735.8899,5917997.43,174.8370070330999,-36.869785061331335
440,1761059.6499,5915582.2621,174.80750805761755,-36.89200623384091
441,1758263.2929,5913442.3159,174.77658657053814,-36.91176082235317
442,1765115.5345,5918529.1464,174.8523627061776,-36.86475412914191
443,1756751.9191,5911966.1064,174.75993365343874,-36.92531436822587
444,1763583.2479,5917225.9743,174.83546164478432,-36.87676231920945
445,1760265.5077,5914616.7089,174.79880393894942,-36.900841214910386
446,1762856.056,5916563.8086,174.82744827315452,-36.882854161370425
447,1767039.0144,5919529.2974,174.8737109271158,-36.85540475309322
448,1758035.8612,5912570.3544,174.77421668033284,-36.919655537903296
449,1760921.7386,5914811.8593,174.8061246377832,-36.89897116878587
450,1759090.7673,5913326.1015,174.78589572291753,-36.91266868252106
451,1762266.0064,5915525.7138,174.8210524302667,-36.89230905313562
452,1764533.1899,5917351.387,174.84608811180306,-36.87546728878644
453,1778416.7346,5926808.8703,174.99956112344785,-36.787741814593986
454,1765503.6573,5917588.5349,174.85691998668412,-36.87316099956521
455,1761758.1755,5914601.6452,174.81555309955723,-36.90072215215517
456,1763719.4806,5916111.4767,174.83723013731517,-36.886780287308575
457,1759183.0015,5912539.3607,174.7870960918289,-36.91974177664916
458,1766865.8051,5918345.5717,174.8720291587608,-36.866100511587135
459,1760375.8171,5913367.2844,174.8003060593653,-36.91207991985447
460,1762999.2912,5915337.0051,174.82931860303898,-36.89388292877807
461,1764932.2033,5916434.6882,174.85076235005477,-36.88365703321417
462,1759811.1835,5911825.1492,174.7942961798516,-36.92607061414721
463,1760022.1159,5912646.0229,174.79648980853912,-36.91863866377871
464,1764192.5124,5915870.96,174.84258801782985,-36.888865147834196
465,1766775.7692,5917514.6838,174.87120219023606,-36.87360255475669
466,1762072.3504,5912804.7242,174.8194623221765,-36.916858504188866
467,1764213.8482,5915300.0685,174.8429510283919,-36.89400512183455
468,1757490.9764,5909450.5645,174.76875172383473,-36.947856742207755
469,1763201.0187,5914418.7914,174.83177929138154,-36.902121131998065
470,1766230.0425,5916385.9745,174.86532955517634,-36.88386826048693
471,1769709.1827,5918890.2768,174.90379069982924,-36.860686284157616
472,1763831.9876,5914477.0311,174.83884542512217,-36.90148701499116
473,1762819.2828,5913422.0283,174.8277109329995,-36.91116791239549
474,1764648.1706,5914782.2709,174.8479355827442,-36.898594728782925
475,1759262.0298,5909893.302,174.78854004743457,-36.94356976432465
476,1782291.3542,5927558.6338,175.04278080877782,-36.78024943510439
477,1765897.4505,5915133.0162,174.86187343218506,-36.89521571284388
478,1765300.1172,5914398.3433,174.8553330217813,-36.901939845352835
479,1764102.9973,5913527.1366,174.84209161444483,-36.90999836221016
480,1785838.0893,5926167.874,175.08284160002307,-36.79208947033024
481,1763949.927,5912991.3668,174.8404901876703,-36.914852220412705
482,1759004.8435,5908905.2397,174.78586094474036,-36.952515778091716
483,1781099.7275,5925820.6967,175.02984804719063,-36.79613517178715
484,1764211.7615,5911973.4388,174.84364898874009,-36.92397805513959
485,1769016.7336,5916091.7992,174.89665019882233,-36.88602379273147
486,1757878.0399,5904862.1639,174.77405630052817,-36.989134093746074
487,1770538.2482,5917091.3653,174.91349072842073,-36.87674443561456
488,1767149.4765,5913923.4099,174.87618502575623,-36.90589296711844
489,1761072.4777,5909240.3377,174.80900167026334,-36.949145092995145
490,1770010.944,5916739.099,174.9076561646859,-36.88001331611453
491,1768150.4371,5915068.767,174.88716066268705,-36.89539573879393
492,1759807.9005,5908145.2064,174.79503721833854,-36.95922776153047
493,1760266.6072,5908502.6726,174.8001114820154,-36.95592899053507
494,1783102.8528,5926166.0145,175.05220396456562,-36.79263900378844
495,1769755.1726,5916029.1532,174.90494659293842,-36.8864556806121
496,1759347.3308,5907441.8491,174.79001457827846,-36.96564314522558
497,1766467.218,5912572.0781,174.86882776014684,-36.918188807221185
498,1764402.9976,5911176.2552,174.84596826101873,-36.93112722091573
499,1768515.6572,5914397.3318,174.89140685307075,-36.90137998049474
500,1769521.8209,5915121.7563,174.90253223704576,-36.89467291913999
501,1761225.3993,5908489.1101,174.8108786336224,-36.95588747415655
502,1765256.219,5911618.3521,174.8554473699137,-36.92699476328122
503,1762760.6443,5909094.3293,174.82798414980894,-36.95017033326439
504,1770482.1985,5915642.5637,174.91318789733822,-36.889807636537526
505,1767275.3441,5912942.7927,174.87781377186073,-36.914705730308164
506,1761157.5346,5907844.239,174.81025430148003,-36.96170937089585
507,1763766.8088,5909962.9968,174.83909102277184,-36.94216930832969
508,1760120.1932,5906831.1652,174.79882208469365,-36.97101423968125
509,1764499.1099,5910379.9281,174.84722013263965,-36.938285220074974
510,1771063.5765,5915253.9677,174.91979662822843,-36.893203491939104
511,1768244.5525,5913268.1647,174.88861633370246,-36.91160178823681
512,1772022.2796,5915905.4752,174.93040248295378,-36.88715946300305
513,1769179.1664,5913578.8711,174.8990331300887,-36.90863522459233
514,1762214.6137,5908155.1557,174.8220560722184,-36.95872644652062
515,1765441.5482,5910587.307,174.85775270077818,-36.93625173927415
516,1759776.6481,5905978.1046,174.79514493102482,-36.97875874467679
517,1785432.5175,5925759.967,175.07839805046774,-36.79584371840638
518,1761569.0212,5907297.182,174.81499138887222,-36.96656778089065
519,1770109.1135,5913993.2642,174.90937344081019,-36.904734439306644
520,1763831.2413,5908852.0954,174.84005504680977,-36.95216715779785
521,1768063.6083,5912355.8757,174.88678869222568,-36.91985346777897
522,1761061.7677,5906561.1107,174.80945275254177,-36.97328671443655
523,1790993.632,5923667.3822,175.14121523252336,-36.81358929610944
524,1762417.6677,5907467.7746,174.824483613888,-36.96488467176689
525,1764724.3493,5909386.8168,174.8499646143015,-36.947193601059
526,1771396.4961,5914578.922,174.9236836626252,-36.89922489678585
527,1763142.5081,5907551.926,174.83260399246623,-36.9640011064028
528,1770523.5217,5913450.4615,174.91414478541142,-36.90955000214627
529,1768053.5319,5910316.1549,174.8871287215146,-36.93823240683885
530,1771990.1732,5914382.5321,174.93038800190098,-36.90088621241239
531,1769006.6458,5912045.5303,174.89743986986997,-36.92248095030672
532,1762205.3951,5906698.2986,174.82226549731243,-36.971854189407296
533,1764081.6756,5907928.4856,174.8430670443128,-36.960445106662064
534,1761707.0051,5905287.7754,174.81697122961847,-36.98464867930755
535,1771202.2874,5913382.5605,174.92177546638732,-36.91003877047036
536,1765043.5191,5907997.6119,174.85385083414656,-36.959654134887174
537,1769932.7954,5912142.243,174.90781082186382,-36.92144309587027
538,1762595.3076,5906498.0407,174.82668700553924,-36.97359118716063
539,1763438.3745,5906923.0482,174.83606206874205,-36.969615860930496
540,1773148.1556,5914482.9129,174.94335528305245,-36.89977000268462
541,1766118.4131,5908591.1801,174.86578825904394,-36.95411717959475
542,1762912.9327,5906136.3917,174.8303317865763,-36.97679464550249
543,1771248.8503,5912581.257,174.92247911990287,-36.917249638514875
544,1772280.9996,5913105.0565,174.93394108675173,-36.912342461335314
545,1770696.0459,5911987.1826,174.91641035079408,-36.922702203678405
546,1764619.4843,5906754.2093,174.8493611724963,-36.970931166349494
547,1765724.2139,5907435.971,174.86161630730064,-36.96459476324393
548,1763546.3356,5905612.3896,174.8375583247665,-36.98140589965797
549,1773404.6946,5913529.9767,174.94645122990457,-36.90830822704656
550,1767092.9959,5908368.7235,174.87677832935336,-36.95594897287
551,1769832.2223,5910765.0401,174.9069914140193,-36.93386917867379
552,1770305.4099,5911055.2546,174.91223665656034,-36.931169078638
553,1771555.8035,5911712.1912,174.926120275216,-36.925023629865095
554,1764345.5745,5905743.9719,174.8465054471099,-36.980081059881
555,1765381.202,5906330.3392,174.85800720653674,-36.974616540007794
556,1778042.2355,5916284.6801,174.997831590978,-36.882626737488984
557,1767938.6296,5908463.7624,174.8862506414261,-36.954942239520676
558,1769658.4861,5909739.9982,174.9052715478932,-36.94313562176161
559,1771226.0542,5910920.1249,174.9225992183467,-36.93221967680326
560,1770458.9812,5910229.4704,174.9141462387501,-36.93858120051793
561,1764167.672,5903396.934,174.84501843127285,-37.00125837315129
562,1766768.4202,5906551.7662,174.87353571223912,-36.97237668102078
563,1767126.3209,5906800.4255,174.87749948806112,-36.970072848901474
564,1767581.9735,5907224.9509,174.88252156620678,-36.966167003674336
565,1764352.567,5904703.4033,174.84681065737448,-36.98945510960729
566,1768833.6058,5907925.8588,174.89641803795422,-36.95962843383603
567,1770270.8053,5909427.4254,174.9122148441601,-36.94584124417205
568,1766199.1019,5905995.2068,174.86726542895548,-36.97749183665931
569,1771193.3008,5909858.8743,174.92247187718957,-36.94178690011518
570,1778478.3535,5914732.3227,175.00308810938233,-36.8965296832113
571,1765748.9745,5905332.2182,174.86235625603877,-36.983544575433775
572,1770033.3507,5908736.6294,174.90970488520196,-36.95210786338895
573,1765432.0122,5904726.8494,174.85892932563786,-36.98905457064926
574,1768103.1281,5906764.6684,174.8884755095257,-36.97022100189397
575,1770731.8566,5908497.0604,174.91760019437132,-36.954139845947985
576,1766882.8017,5905529.7608,174.87504606726012,-36.98156428575699
577,1776991.4641,5908653.9514,174.98783135721118,-36.95157050198293
578,1768617.3717,5906469.7173,174.89431554689068,-36.97278636133906
579,1770307.8869,5907397.0818,174.91308872283815,-36.96412684090752
580,1781607.1478,5915641.8402,175.0379650749254,-36.88773889513656
581,1769315.9431,5906557.2274,174.90214002664501,-36.97187248465489
582,1765702.492,5902587.4183,174.86243741239844,-37.00828248693977
583,1768495.6981,5905719.8892,174.8931166870724,-36.97956376036762
584,1771907.9149,5908023.5249,174.93091021488948,-36.95819209784981
585,1768215.7397,5905051.8585,174.89012173112897,-36.985632516645666
586,1769812.3422,5905923.459,174.90785647410058,-36.97749293475445
587,1770682.5261,5906076.6082,174.9175934642444,-36.97595566638624
588,1772005.2515,5907261.3038,174.9321765331833,-36.965041433620215
589,1769728.1822,5904954.4716,174.90712936510536,-36.98623816782382
590,1767898.4146,5903326.5745,174.88694204776525,-37.00123323815041
591,1768838.1889,5904086.5992,174.8973283407235,-36.99421746521791
592,1771869.3091,5905376.4325,174.9310793919814,-36.98204771134801
593,1765453.9506,5900797.4506,174.86003839634714,-37.02445325366562
594,1766167.8483,5901123.422,174.86798825143404,-37.02139033556771
595,1773054.4301,5905107.8178,174.94444976337678,-36.98425042196627
596,1769081.3182,5903257.9672,174.9002449790114,-37.001639298968065
597,1767740.0557,5901987.526,174.88546123986342,-37.01332570536504
598,1767063.6612,5901383.5002,174.87799599675415,-37.01888823104132
599,1770219.9372,5903242.8513,174.9130384585265,-37.00156996043032
