WKT,SA22020_V1_00,SA22020_V1_00_NAME,SA22020_V1_00_NAME_ASCII,LAND_AREA_SQ_KM,AREA_SQ_KM,LATITUDE,LONGITUDE,EASTING,NORTHING,SHAPE_X,SHAPE_Y
POINT (176.83415338747346 -39.50072946695824),212400,Poraiti Hills,Poraiti Hills,10.5786404259,10.5786404259,-39.5007294666215,176.83415338790985,1929700.6738372943,5620631.710194387,1929700.6738,5620631.7102
POINT (176.85876825737498 -39.492668838213845),212500,Poraiti Flat,Poraiti Flat,7.09116881073,7.09116881073,-39.492668837436135,176.85876825681936,1931856.325653967,5621436.123944816,1931856.3257,5621436.1239
POINT (176.8811712726599 -39.47462103664143),212600,Westshore,Westshore,0.932398610362,0.932398610362,-39.47462103617507,176.88117127312398,1933870.006740124,5623357.046504409,1933870.0067,5623357.0465
POINT (176.88297708460647 -39.48457956999479),212700,Inlet Napier City,Inlet Napier City,0.0,0.723299799483,-39.48457956980226,176.8829770848053,1933977.6774159784,5622244.652774815,1933977.6774,5622244.6528
POINT (176.88218202579486 -39.49699725736491),212800,Onekawa West,Onekawa West,3.11950969129,3.11950969129,-39.496997257099736,176.8821820252923,1933849.7720559903,5620868.874985553,1933849.7721,5620868.875
POINT (176.89759519612593 -39.48271910283455),212900,Ahuriri,Ahuriri,0.977081190505,1.14282739613,-39.48271910244524,176.8975951959868,1935244.313487779,5622396.835896521,1935244.3135,5622396.8359
POINT (176.8382777022495 -39.52609307058562),213000,Taradale West,Taradale West,1.68650015727,1.68650015727,-39.526093070323576,176.8382777018383,1929935.2151640349,5617800.491988833,1929935.2152,5617800.492
POINT (176.85346581074154 -39.51591349830797),213100,Greenmeadows West,Greenmeadows West,1.10428980104,1.10428980104,-39.51591349814437,176.85346581073148,1931289.5942979967,5618874.847975089,1931289.5943,5618874.848
POINT (176.82984385897288 -39.54336442026586),213200,Taradale South,Taradale South,5.12388945363,5.12388945363,-39.54336441995302,176.82984385855548,1929128.3272637844,5615913.8070952175,1929128.3273,5615913.8071
POINT (176.91538914407658 -39.4808155500605),213300,Bluff Hill,Bluff Hill,1.89032878398,1.89032878398,-39.48081554934922,176.91538914436694,1936784.4821262085,5622541.712428901,1936784.4821,5622541.7124
POINT (176.9020712440139 -39.48954147972741),213400,Hospital Hill,Hospital Hill,1.49578819801,1.49578819801,-39.48954147958384,176.9020712437867,1935596.571379001,5621622.654369124,1935596.5714,5621622.6544
POINT (176.86337195174332 -39.51290646819961),213500,Tamatea West,Tamatea West,0.632295127091,0.632295127091,-39.51290646736595,176.863371951419,1932155.8362741235,5619172.157649749,1932155.8363,5619172.1576
POINT (176.8724186479905 -39.507895433352296),213600,Tamatea North,Tamatea North,0.658935642696,0.658935642696,-39.5078954325467,176.87241864759332,1932957.8189676888,5619695.061546075,1932957.819,5619695.0615
POINT (176.849631441863 -39.52894894042064),213700,Taradale Central,Taradale Central,1.17746784087,1.17746784087,-39.52894894037466,176.84963144199756,1930897.873909888,5617441.660961835,1930897.8739,5617441.661
POINT (176.86916874889172 -39.51596054510611),213800,Tamatea East,Tamatea East,0.632019108659,0.632019108659,-39.51596054461367,176.86916874862905,1932639.7723777755,5618811.628711103,1932639.7724,5618811.6287
POINT (176.8959941215942 -39.49919693671988),213900,Marewa West,Marewa West,0.792261825091,0.792261825091,-39.49919693672304,176.895994121194,1935027.3203634452,5620573.270654064,1935027.3204,5620573.2707
POINT (176.8615780682195 -39.52255684617938),214000,Greenmeadows Central,Greenmeadows Central,0.952611819666,0.952611819666,-39.52255684617939,176.8615780685121,1931955.539823205,5618107.31025507,1931955.5398,5618107.3103
POINT (176.88890761196927 -39.50598809260168),214100,Onekawa Central,Onekawa Central,0.677020690231,0.677020690231,-39.50598809190035,176.88890761168503,1934385.14607684,5619845.631532531,1934385.1461,5619845.6315
POINT (176.87872194545082 -39.51327714167507),214200,Pirimai West,Pirimai West,0.61624115417,0.61624115417,-39.51327714152233,176.8787219451144,1933474.1717697645,5619074.167372774,1933474.1718,5619074.1674
POINT (176.9157350016412 -39.49277834471223),214300,Napier Central,Napier Central,0.837633387265,0.837633387265,-39.492778344705016,176.9157350015737,1936756.4257920124,5621212.18435203,1936756.4258,5621212.1844
POINT (176.86737765281302 -39.5259049477017),214400,Greenmeadows South,Greenmeadows South,0.851256776297,0.851256776297,-39.52590494714322,176.86737765295118,1932438.2453125664,5617714.134117116,1932438.2453,5617714.1341
POINT (176.90801557321572 -39.49765370845229),214500,Nelson Park,Nelson Park,0.781008903615,0.781008903615,-39.49765370775756,176.90801557338128,1936068.8310154204,5620699.752228264,1936068.831,5620699.7522
POINT (176.85652109317732 -39.534393716838856),214600,Bledisloe Park,Bledisloe Park,0.882716802033,0.882716802033,-39.53439371666428,176.85652109278223,1931464.310564932,5616811.737977447,1931464.3106,5616811.738
POINT (176.88243331988488 -39.5183258958724),214700,Pirimai East,Pirimai East,0.76239871703,0.76239871703,-39.51832589532784,176.88243331929908,1933769.1452501847,5618499.829716854,1933769.1453,5618499.8297
POINT (176.89566415157435 -39.50931628595277),214800,Onekawa East,Onekawa East,0.636173786443,0.636173786443,-39.50931628551887,176.89566415102038,1934950.265252331,5619450.94890319,1934950.2653,5619450.9489
POINT (176.85102978893997 -39.54407606871596),214900,Tareha Reserve,Tareha Reserve,1.76118376197,1.76118376197,-39.5440760687284,176.8510297886792,1930946.134075618,5615756.957556677,1930946.1341,5615756.9576
POINT (176.90676254890116 -39.50747636943102),215000,Marewa East,Marewa East,1.40396151381,1.40396151381,-39.50747636888046,176.90676254939086,1935913.6673426088,5619613.822311167,1935913.6673,5619613.8223
POINT (176.89173058046487 -39.516362682894645),215100,Onekawa South,Onekawa South,1.0860970253,1.0860970253,-39.5163626824892,176.89173058103236,1934578.092748658,5618683.237096232,1934578.0927,5618683.2371
POINT (176.9160949289559 -39.50830230857902),215200,McLean Park,McLean Park,1.34170031666,1.34170031666,-39.50830230793637,176.91609492902094,1936712.335306488,5619487.203422045,1936712.3353,5619487.2034
POINT (176.9036774859163 -39.515772267275146),215300,Maraenui,Maraenui,1.05241984532,1.05241984532,-39.51577226699344,176.9036774856658,1935608.3367776652,5618704.24998438,1935608.3368,5618704.25
POINT (176.89299262721357 -39.54409231053446),215400,Meeanee-Awatoto,Meeanee-Awatoto,24.3106969305,24.3106969305,-39.54409231017126,176.8929926270536,1934553.270085897,5615599.712394119,1934553.2701,5615599.7124
POINT (176.4171138447123 -39.803779815809065),215500,Mangaonuku,Mangaonuku,537.345368903,537.345368903,-39.80377981567695,176.41711384505686,1892548.599529408,5588432.673697069,1892548.5995,5588432.6737
POINT (176.31272663277966 -39.94159872642872),215600,Makaretu,Makaretu,788.772739646,788.772739646,-39.94159872649465,176.3127266324854,1883042.1013740832,5573468.315280762,1883042.1014,5573468.3153
POINT (176.59177268941175 -39.93780272420495),215700,Waipawa,Waipawa,6.80176166475,6.80176166475,-39.93780272422233,176.59177268990183,1906906.3260407883,5572966.168471782,1906906.326,5572966.1685
POINT (176.54048239335583 -39.99738402747059),215800,Waipukurau West,Waipukurau West,5.77305191116,5.77305191116,-39.99738402694621,176.5404823928683,1902259.8153597885,5566526.416137945,1902259.8154,5566526.4161
POINT (176.76265293077836 -39.990035707302106),215900,Mangarara,Mangarara,838.291123322,838.291123322,-39.99003570688187,176.76265293068758,1921266.1860926757,5566564.091611246,1921266.1861,5566564.0916
POINT (176.56027063323958 -40.00231551004998),216000,Waipukurau East,Waipukurau East,2.26273715654,2.26273715654,-40.002315509672,176.56027063365556,1903927.6687362543,5565911.497317613,1903927.6687,5565911.4973
POINT (176.5333827081796 -40.20717879209642),216100,Taurekaitai,Taurekaitai,1153.89319287,1153.89319287,-40.20717879191773,176.53338270791562,1900727.0718774416,5543257.322699121,1900727.0719,5543257.3227
POINT (174.02902411290182 -39.06041304480686),216200,Port Taranaki,Port Taranaki,4.87375769895,4.87375769895,-39.06041304511915,174.0290241127051,1689030.1760825869,5676015.464565543,1689030.1761,5676015.4646
POINT (174.02661611575033 -39.07264040153268),216300,Spotswood,Spotswood,3.4561360003,3.4561360003,-39.07264040196429,174.02661611531346,1688806.5092616656,5674660.876152535,1688806.5093,5674660.8762
POINT (174.01644472501366 -39.10229336352137),216400,Omata,Omata,21.597050669,21.597050669,-39.10229336391414,174.0164447248194,1687889.8104827125,5671379.987256607,1687889.8105,5671379.9873
POINT (173.95251292188 -39.11855885875499),216500,Ōakura,Oakura,1.67717632374,1.67717632374,-39.118558858629534,173.95251292240033,1682342.72314513,5669634.8169134585,1682342.7231,5669634.8169
POINT (174.0483364267141 -39.06270467903068),216600,Moturoa,Moturoa,1.01672272981,1.01672272981,-39.06270467910716,174.0483364269573,1690698.1648209451,5675742.058191278,1690698.1648,5675742.0582
POINT (173.94214109862816 -39.19318116637446),216700,Kaitake,Kaitake,170.279647487,170.279647487,-39.19318116653096,173.94214109808627,1681360.0914530202,5661362.802083126,1681360.0915,5661362.8021
POINT (174.04834109188295 -39.06864356132781),216800,Blagdon-Lynmouth,Blagdon-Lynmouth,1.15856975308,1.15856975308,-39.06864356165776,174.0483410918334,1690690.9677952903,5675082.978963442,1690690.9678,5675082.979
POINT (174.06503374067313 -39.06215472137597),216900,Kawaroa,Kawaroa,1.1328721836,1.1328721836,-39.06215472132111,174.06503374063743,1692143.5035969825,5675786.299106133,1692143.5036,5675786.2991
POINT (174.0753745387876 -39.05700191700644),217000,New Plymouth Central,New Plymouth Central,1.25967204109,1.25967204109,-39.057001916794455,174.07537453871998,1693044.9437944265,5676347.606123604,1693044.9438,5676347.6061
POINT (174.04711190642794 -39.07502388934655),217100,Marfell,Marfell,0.733325304359,0.733325304359,-39.07502388962887,174.04711190681417,1690576.4726330475,5674376.139468291,1690576.4726,5674376.1395
POINT (174.0370735635611 -39.085800419528205),217200,Whalers Gate,Whalers Gate,2.08533383661,2.08533383661,-39.08580041975021,174.03707356408478,1689694.4758450105,5673190.155474855,1689694.4758,5673190.1555
POINT (174.09475645063782 -39.05369305291937),217300,Strandon,Strandon,1.76484595718,1.76484595718,-39.05369305259611,174.0947564506297,1694726.3939997288,5676694.797935888,1694726.394,5676694.7979
POINT (174.06011109214515 -39.07477420719404),217400,Westown,Westown,2.37440729998,2.37440729998,-39.074774207140905,174.0601110918307,1691701.2678728662,5674390.812806224,1691701.2679,5674390.8128
POINT (174.13758612695878 -39.029952580841794),217500,Bell Block West,Bell Block West,4.19119703041,4.19119703041,-39.029952580821046,174.1375861273567,1698465.3863344723,5679283.937701879,1698465.3863,5679283.9377
POINT (174.17001917131313 -39.0162065977483),217600,Bell Block East,Bell Block East,7.66976714956,7.66976714956,-39.01620659739748,174.1700191715974,1701292.371825111,5680773.811238623,1701292.3718,5680773.8112
POINT (174.1465356608756 -39.03864892835982),217700,Waiwhakaiho-Bell Block South,Waiwhakaiho-Bell Block South,7.35425611783,7.35425611783,-39.03864892869806,174.14653566084266,1699227.8832966755,5678309.123562505,1699227.8833,5678309.1236
POINT (174.0782169020448 -39.07209550815556),217800,Lower Vogeltown,Lower Vogeltown,1.50061696538,1.50061696538,-39.07209550842477,174.07821690169573,1693271.013369447,5674669.661070489,1693271.0134,5674669.6611
